ID condition type order block sound_dist concept_dist answer RT score problem gender age
A13RPOG44S6YO5 joint Task 0 1 2 2 1 6037 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 1 3 1 1 6496 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 1 1 2 0 3898 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 1 2 1 1 3935 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 1 2 4 1 2980 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 1 1 3 1 3243 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 1 4 3 1 2848 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 1 1 1 0 4512 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 4 2 1 4944 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 3 4 1 2624 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 2 3 1 2786 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 4 1 0 5256 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 4 4 1 2392 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 2 1 1 3809 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 2 4 1 2583 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 1 1 0 3757 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 3 1 1 3979 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 1 4 1 2477 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 2 2 1 4193 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 3 2 1 4258 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 1 3 1 3499 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 1 2 0 3339 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 4 3 1 2533 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 2 3 3 1 2818 0.6875 No F 40-49
A13RPOG44S6YO5 sound Task 3 1 3 0 1 2543 0.6875 No F 40-49
A13RPOG44S6YO5 sound Task 1 1 1 0 0 2913 0.6875 No F 40-49
A13RPOG44S6YO5 sound Task 2 1 2 0 0 2418 0.6875 No F 40-49
A13RPOG44S6YO5 sound Task 4 1 4 0 1 2394 0.6875 No F 40-49
A13RPOG44S6YO5 sound Task 1 2 1 0 0 2459 0.6875 No F 40-49
A13RPOG44S6YO5 sound Task 2 2 2 0 1 2835 0.6875 No F 40-49
A13RPOG44S6YO5 sound Task 3 2 3 0 1 2536 0.6875 No F 40-49
A13RPOG44S6YO5 sound Task 4 2 4 0 1 2959 0.6875 No F 40-49
A13RPOG44S6YO5 concept Task 1 1 0 1 0 2832 0.6875 No F 40-49
A13RPOG44S6YO5 concept Task 3 1 0 3 1 2650 0.6875 No F 40-49
A13RPOG44S6YO5 concept Task 4 1 0 4 1 2561 0.6875 No F 40-49
A13RPOG44S6YO5 concept Task 2 1 0 2 0 3418 0.6875 No F 40-49
A13RPOG44S6YO5 concept Task 3 2 0 3 1 2778 0.6875 No F 40-49
A13RPOG44S6YO5 concept Task 2 2 0 2 1 3576 0.6875 No F 40-49
A13RPOG44S6YO5 concept Task 4 2 0 4 1 2779 0.6875 No F 40-49
A13RPOG44S6YO5 concept Task 1 2 0 1 0 2336 0.6875 No F 40-49
APO6KZZ79PO9Q joint preTask 1 1 NA NA 1 6193 0.625 No F 30-39
APO6KZZ79PO9Q joint preTask 0 1 NA NA 0 2310 0.625 No F 30-39
APO6KZZ79PO9Q joint preTask 0 1 NA NA 0 2331 0.625 No F 30-39
APO6KZZ79PO9Q joint preTask 1 1 NA NA 1 2540 0.625 No F 30-39
APO6KZZ79PO9Q sound preTask 0 1 NA NA 0 2221 0.625 No F 30-39
APO6KZZ79PO9Q sound preTask 0 1 NA NA 0 2259 0.625 No F 30-39
APO6KZZ79PO9Q sound preTask 1 1 NA NA 1 2466 0.625 No F 30-39
APO6KZZ79PO9Q sound preTask 1 1 NA NA 1 2500 0.625 No F 30-39
APO6KZZ79PO9Q concept preTask 1 1 NA NA 0 2989 0.625 No F 30-39
APO6KZZ79PO9Q concept preTask 0 1 NA NA 0 3044 0.625 No F 30-39
APO6KZZ79PO9Q concept preTask 1 1 NA NA 0 2609 0.625 No F 30-39
APO6KZZ79PO9Q concept preTask 0 1 NA NA 0 2675 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 3 3 1 2417 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 4 3 1 2474 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 1 2 0 2385 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 3 1 1 2443 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 4 1 1 2451 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 4 4 1 2628 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 3 4 1 2537 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 2 4 1 2545 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 2 2 1 2570 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 1 1 0 2364 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 1 4 0 2434 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 2 3 1 2411 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 2 1 1 2539 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 3 2 1 2867 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 1 3 0 2762 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 1 4 2 1 2306 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 3 2 0 2315 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 1 3 0 4798 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 3 3 1 2315 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 3 1 1 2321 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 2 4 0 2411 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 1 4 0 2227 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 1 1 0 2269 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 2 3 1 2569 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 1 2 0 2627 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 4 4 1 2292 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 2 1 1 3876 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 2 2 0 6377 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 3 4 1 2283 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 4 2 0 2651 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 4 3 0 2952 0.625 No F 30-39
APO6KZZ79PO9Q joint Task 0 2 4 1 1 2409 0.625 No F 30-39
APO6KZZ79PO9Q sound Task 4 1 4 0 1 2919 0.625 No F 30-39
APO6KZZ79PO9Q sound Task 1 1 1 0 0 2298 0.625 No F 30-39
APO6KZZ79PO9Q sound Task 2 1 2 0 1 2389 0.625 No F 30-39
APO6KZZ79PO9Q sound Task 3 1 3 0 1 3061 0.625 No F 30-39
APO6KZZ79PO9Q sound Task 1 2 1 0 0 2374 0.625 No F 30-39
APO6KZZ79PO9Q sound Task 4 2 4 0 1 2208 0.625 No F 30-39
APO6KZZ79PO9Q sound Task 2 2 2 0 1 2333 0.625 No F 30-39
APO6KZZ79PO9Q sound Task 3 2 3 0 1 2876 0.625 No F 30-39
APO6KZZ79PO9Q concept Task 1 1 0 1 0 2167 0.625 No F 30-39
APO6KZZ79PO9Q concept Task 2 1 0 2 0 2434 0.625 No F 30-39
APO6KZZ79PO9Q concept Task 4 1 0 4 1 2284 0.625 No F 30-39
APO6KZZ79PO9Q concept Task 3 1 0 3 0 2210 0.625 No F 30-39
APO6KZZ79PO9Q concept Task 4 2 0 4 1 2171 0.625 No F 30-39
APO6KZZ79PO9Q concept Task 2 2 0 2 1 2057 0.625 No F 30-39
APO6KZZ79PO9Q concept Task 1 2 0 1 0 2159 0.625 No F 30-39
APO6KZZ79PO9Q concept Task 3 2 0 3 0 2049 0.625 No F 30-39
A4J4GGMKJ68L0 joint preTask 0 1 NA NA 0 12075 0.6875 No F 20-29
A4J4GGMKJ68L0 joint preTask 1 1 NA NA 1 2396 0.6875 No F 20-29
A4J4GGMKJ68L0 joint preTask 1 1 NA NA 1 2371 0.6875 No F 20-29
A4J4GGMKJ68L0 joint preTask 0 1 NA NA 0 2651 0.6875 No F 20-29
A4J4GGMKJ68L0 sound preTask 0 1 NA NA 0 2442 0.6875 No F 20-29
A4J4GGMKJ68L0 sound preTask 1 1 NA NA 1 2260 0.6875 No F 20-29
A4J4GGMKJ68L0 sound preTask 1 1 NA NA 1 2256 0.6875 No F 20-29
A4J4GGMKJ68L0 sound preTask 0 1 NA NA 0 2324 0.6875 No F 20-29
A4J4GGMKJ68L0 concept preTask 1 1 NA NA 0 2370 0.6875 No F 20-29
A4J4GGMKJ68L0 concept preTask 0 1 NA NA 0 2063 0.6875 No F 20-29
A4J4GGMKJ68L0 concept preTask 1 1 NA NA 1 2443 0.6875 No F 20-29
A4J4GGMKJ68L0 concept preTask 0 1 NA NA 0 2141 0.6875 No F 20-29
A4J4GGMKJ68L0 sound Task 2 1 2 0 1 2936 0.6875 No F 20-29
A4J4GGMKJ68L0 sound Task 3 1 3 0 1 2284 0.6875 No F 20-29
A4J4GGMKJ68L0 sound Task 1 1 1 0 0 2552 0.6875 No F 20-29
A4J4GGMKJ68L0 sound Task 4 1 4 0 1 2170 0.6875 No F 20-29
A4J4GGMKJ68L0 sound Task 2 2 2 0 1 759 0.6875 No F 20-29
A4J4GGMKJ68L0 sound Task 1 2 1 0 0 3108 0.6875 No F 20-29
A4J4GGMKJ68L0 sound Task 3 2 3 0 1 2353 0.6875 No F 20-29
A4J4GGMKJ68L0 sound Task 4 2 4 0 1 2318 0.6875 No F 20-29
A4J4GGMKJ68L0 concept Task 1 1 0 1 0 2632 0.6875 No F 20-29
A4J4GGMKJ68L0 concept Task 4 1 0 4 1 2081 0.6875 No F 20-29
A4J4GGMKJ68L0 concept Task 2 1 0 2 1 2469 0.6875 No F 20-29
A4J4GGMKJ68L0 concept Task 3 1 0 3 0 2656 0.6875 No F 20-29
A4J4GGMKJ68L0 concept Task 4 2 0 4 1 2165 0.6875 No F 20-29
A4J4GGMKJ68L0 concept Task 1 2 0 1 0 1996 0.6875 No F 20-29
A4J4GGMKJ68L0 concept Task 3 2 0 3 1 2032 0.6875 No F 20-29
A4J4GGMKJ68L0 concept Task 2 2 0 2 0 2091 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 3 2 1 3368 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 1 3 1 2194 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 3 1 1 2375 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 3 4 1 2020 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 2 1 0 2246 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 4 1 1 2157 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 1 4 1 1941 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 1 1 1 1938 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 1 2 0 2582 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 2 2 1 2653 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 2 3 1 2162 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 4 4 1 2065 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 2 4 1 2404 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 4 3 1 2092 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 3 3 1 1952 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 1 4 2 0 2267 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 3 3 1 1986 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 1 2 1 2428 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 3 1 0 245 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 1 1 0 1806 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 4 3 1 2049 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 4 4 1 1929 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 1 4 1 2035 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 4 2 0 2084 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 4 1 1 2609 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 3 4 1 2040 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 2 4 1 2008 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 3 2 1 2103 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 2 1 1 2057 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 1 3 1 2106 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 2 2 0 2172 0.6875 No F 20-29
A4J4GGMKJ68L0 joint Task 0 2 2 3 1 2222 0.6875 No F 20-29
AKSJ3C5O3V9RB joint preTask 1 1 NA NA 1 3165 0.625 No M 20-29
AKSJ3C5O3V9RB joint preTask 0 1 NA NA 0 2206 0.625 No M 20-29
AKSJ3C5O3V9RB joint preTask 1 1 NA NA 1 2194 0.625 No M 20-29
AKSJ3C5O3V9RB joint preTask 0 1 NA NA 0 2305 0.625 No M 20-29
AKSJ3C5O3V9RB sound preTask 1 1 NA NA 1 2229 0.625 No M 20-29
AKSJ3C5O3V9RB sound preTask 1 1 NA NA 1 2704 0.625 No M 20-29
AKSJ3C5O3V9RB sound preTask 0 1 NA NA 0 2098 0.625 No M 20-29
AKSJ3C5O3V9RB sound preTask 0 1 NA NA 0 2137 0.625 No M 20-29
AKSJ3C5O3V9RB concept preTask 1 1 NA NA 0 3072 0.625 No M 20-29
AKSJ3C5O3V9RB concept preTask 0 1 NA NA 0 2303 0.625 No M 20-29
AKSJ3C5O3V9RB concept preTask 0 1 NA NA 0 2489 0.625 No M 20-29
AKSJ3C5O3V9RB concept preTask 1 1 NA NA 0 2617 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 4 4 1 3066 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 3 4 1 2458 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 4 2 1 2550 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 1 4 0 2533 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 4 3 1 2098 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 2 3 1 2752 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 1 2 0 2221 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 2 2 1 2050 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 1 1 1 2608 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 2 1 1 2133 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 1 3 1 2281 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 3 1 1 2220 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 3 2 1 2045 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 2 4 1 2102 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 3 3 1 2134 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 1 4 1 1 2050 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 2 3 1 2249 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 1 1 1 2230 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 2 4 1 2241 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 3 3 1 2235 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 4 1 1 2018 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 1 2 1 2277 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 2 2 1 2120 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 4 2 1 2306 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 2 1 1 2145 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 4 3 1 2140 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 4 4 1 2072 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 1 3 1 2530 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 1 4 1 2106 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 3 1 1 2084 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 3 2 1 2240 0.625 No M 20-29
AKSJ3C5O3V9RB joint Task 0 2 3 4 1 1898 0.625 No M 20-29
AKSJ3C5O3V9RB sound Task 4 1 4 0 1 2100 0.625 No M 20-29
AKSJ3C5O3V9RB sound Task 2 1 2 0 1 2150 0.625 No M 20-29
AKSJ3C5O3V9RB sound Task 1 1 1 0 0 2181 0.625 No M 20-29
AKSJ3C5O3V9RB sound Task 3 1 3 0 1 1898 0.625 No M 20-29
AKSJ3C5O3V9RB sound Task 1 2 1 0 1 2059 0.625 No M 20-29
AKSJ3C5O3V9RB sound Task 4 2 4 0 1 2108 0.625 No M 20-29
AKSJ3C5O3V9RB sound Task 2 2 2 0 1 2015 0.625 No M 20-29
AKSJ3C5O3V9RB sound Task 3 2 3 0 1 1986 0.625 No M 20-29
AKSJ3C5O3V9RB concept Task 4 1 0 4 1 2850 0.625 No M 20-29
AKSJ3C5O3V9RB concept Task 3 1 0 3 1 2731 0.625 No M 20-29
AKSJ3C5O3V9RB concept Task 1 1 0 1 0 2273 0.625 No M 20-29
AKSJ3C5O3V9RB concept Task 2 1 0 2 1 2395 0.625 No M 20-29
AKSJ3C5O3V9RB concept Task 1 2 0 1 1 2409 0.625 No M 20-29
AKSJ3C5O3V9RB concept Task 3 2 0 3 1 2139 0.625 No M 20-29
AKSJ3C5O3V9RB concept Task 2 2 0 2 1 2456 0.625 No M 20-29
AKSJ3C5O3V9RB concept Task 4 2 0 4 1 2203 0.625 No M 20-29
A2AJ5QFNC9KF43 joint preTask 0 1 NA NA 0 2812 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint preTask 1 1 NA NA 1 4842 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint preTask 0 1 NA NA 0 2410 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint preTask 1 1 NA NA 1 2365 0.6875 No F 30-39
A2AJ5QFNC9KF43 sound preTask 1 1 NA NA 1 2755 0.6875 No F 30-39
A2AJ5QFNC9KF43 sound preTask 0 1 NA NA 0 2295 0.6875 No F 30-39
A2AJ5QFNC9KF43 sound preTask 1 1 NA NA 1 2520 0.6875 No F 30-39
A2AJ5QFNC9KF43 sound preTask 0 1 NA NA 0 2487 0.6875 No F 30-39
A2AJ5QFNC9KF43 concept preTask 0 1 NA NA 1 4540 0.6875 No F 30-39
A2AJ5QFNC9KF43 concept preTask 0 1 NA NA 0 2308 0.6875 No F 30-39
A2AJ5QFNC9KF43 concept preTask 1 1 NA NA 1 2338 0.6875 No F 30-39
A2AJ5QFNC9KF43 concept preTask 1 1 NA NA 1 5403 0.6875 No F 30-39
A2AJ5QFNC9KF43 sound Task 2 1 2 0 1 2395 0.6875 No F 30-39
A2AJ5QFNC9KF43 sound Task 4 1 4 0 1 2267 0.6875 No F 30-39
A2AJ5QFNC9KF43 sound Task 1 1 1 0 0 2155 0.6875 No F 30-39
A2AJ5QFNC9KF43 sound Task 3 1 3 0 1 2200 0.6875 No F 30-39
A2AJ5QFNC9KF43 sound Task 3 2 3 0 1 2188 0.6875 No F 30-39
A2AJ5QFNC9KF43 sound Task 4 2 4 0 1 2178 0.6875 No F 30-39
A2AJ5QFNC9KF43 sound Task 2 2 2 0 0 2244 0.6875 No F 30-39
A2AJ5QFNC9KF43 sound Task 1 2 1 0 0 2315 0.6875 No F 30-39
A2AJ5QFNC9KF43 concept Task 1 1 0 1 0 2395 0.6875 No F 30-39
A2AJ5QFNC9KF43 concept Task 4 1 0 4 1 2162 0.6875 No F 30-39
A2AJ5QFNC9KF43 concept Task 3 1 0 3 0 2389 0.6875 No F 30-39
A2AJ5QFNC9KF43 concept Task 2 1 0 2 0 2043 0.6875 No F 30-39
A2AJ5QFNC9KF43 concept Task 2 2 0 2 0 2077 0.6875 No F 30-39
A2AJ5QFNC9KF43 concept Task 3 2 0 3 1 2333 0.6875 No F 30-39
A2AJ5QFNC9KF43 concept Task 1 2 0 1 0 2101 0.6875 No F 30-39
A2AJ5QFNC9KF43 concept Task 4 2 0 4 1 2147 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 2 3 1 2667 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 2 4 1 2221 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 2 2 0 2227 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 2 1 0 2738 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 3 2 1 2276 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 3 3 1 2379 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 1 1 0 2083 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 1 2 0 2079 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 3 4 1 2124 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 4 3 1 2773 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 3 1 1 2204 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 1 4 0 2642 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 1 3 0 2204 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 4 2 1 2157 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 4 1 1 2245 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 1 4 4 1 2147 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 4 1 1 2187 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 4 4 1 2139 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 3 4 1 2427 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 3 1 1 2679 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 4 3 1 2323 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 2 1 0 2251 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 1 4 0 2155 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 4 2 1 2130 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 2 4 1 2124 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 1 1 0 2438 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 1 2 0 2321 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 2 2 0 2342 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 3 2 1 2155 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 2 3 1 2666 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 1 3 0 2378 0.6875 No F 30-39
A2AJ5QFNC9KF43 joint Task 0 2 3 3 1 2074 0.6875 No F 30-39
A149ROBL26JWPJ joint preTask 0 1 NA NA 0 2654 0.75 No F 20-29
A149ROBL26JWPJ joint preTask 1 1 NA NA 1 4088 0.75 No F 20-29
A149ROBL26JWPJ joint preTask 0 1 NA NA 0 2194 0.75 No F 20-29
A149ROBL26JWPJ joint preTask 1 1 NA NA 1 2268 0.75 No F 20-29
A149ROBL26JWPJ sound preTask 0 1 NA NA 0 2199 0.75 No F 20-29
A149ROBL26JWPJ sound preTask 0 1 NA NA 0 2236 0.75 No F 20-29
A149ROBL26JWPJ sound preTask 1 1 NA NA 1 2100 0.75 No F 20-29
A149ROBL26JWPJ sound preTask 1 1 NA NA 1 2079 0.75 No F 20-29
A149ROBL26JWPJ concept preTask 1 1 NA NA 1 2566 0.75 No F 20-29
A149ROBL26JWPJ concept preTask 0 1 NA NA 0 2421 0.75 No F 20-29
A149ROBL26JWPJ concept preTask 1 1 NA NA 1 2378 0.75 No F 20-29
A149ROBL26JWPJ concept preTask 0 1 NA NA 0 2539 0.75 No F 20-29
A149ROBL26JWPJ sound Task 4 1 4 0 1 2142 0.75 No F 20-29
A149ROBL26JWPJ sound Task 3 1 3 0 1 2123 0.75 No F 20-29
A149ROBL26JWPJ sound Task 2 1 2 0 0 2481 0.75 No F 20-29
A149ROBL26JWPJ sound Task 1 1 1 0 0 2089 0.75 No F 20-29
A149ROBL26JWPJ sound Task 4 2 4 0 1 2027 0.75 No F 20-29
A149ROBL26JWPJ sound Task 1 2 1 0 0 2052 0.75 No F 20-29
A149ROBL26JWPJ sound Task 3 2 3 0 1 2084 0.75 No F 20-29
A149ROBL26JWPJ sound Task 2 2 2 0 1 2031 0.75 No F 20-29
A149ROBL26JWPJ concept Task 1 1 0 1 0 2462 0.75 No F 20-29
A149ROBL26JWPJ concept Task 3 1 0 3 1 2273 0.75 No F 20-29
A149ROBL26JWPJ concept Task 4 1 0 4 1 2330 0.75 No F 20-29
A149ROBL26JWPJ concept Task 2 1 0 2 0 2324 0.75 No F 20-29
A149ROBL26JWPJ concept Task 2 2 0 2 0 2287 0.75 No F 20-29
A149ROBL26JWPJ concept Task 3 2 0 3 1 2342 0.75 No F 20-29
A149ROBL26JWPJ concept Task 4 2 0 4 1 2370 0.75 No F 20-29
A149ROBL26JWPJ concept Task 1 2 0 1 0 2441 0.75 No F 20-29
A149ROBL26JWPJ joint Task 0 1 4 2 1 2588 0.75 No F 20-29
A149ROBL26JWPJ joint Task 0 1 3 2 0 2521 0.75 No F 20-29
A149ROBL26JWPJ joint Task 0 1 4 4 1 2094 0.75 No F 20-29
A149ROBL26JWPJ joint Task 0 1 4 3 1 2132 0.75 No F 20-29
A149ROBL26JWPJ joint Task 0 1 2 1 0 2030 0.75 No F 20-29
A149ROBL26JWPJ joint Task 0 1 2 3 0 2167 0.75 No F 20-29
A149ROBL26JWPJ joint Task 0 1 1 2 0 2099 0.75 No F 20-29
A149ROBL26JWPJ joint Task 0 1 2 2 0 2034 0.75 No F 20-29
A149ROBL26JWPJ joint Task 0 1 1 1 0 2016 0.75 No F 20-29
A149ROBL26JWPJ joint Task 0 1 1 4 1 2481 0.75 No F 20-29
A149ROBL26JWPJ joint Task 0 1 3 1 1 2388 0.75 No F 20-29
A149ROBL26JWPJ joint Task 0 1 2 4 1 1985 0.75 No F 20-29
A149ROBL26JWPJ joint Task 0 1 4 1 1 2237 0.75 No F 20-29
